파일,Step,타이틀,CPT코드,이유,Action(앞80자)
2023/2023.6모_15.md,2,주기성을 이용하여 목표 항의 번호 관계식 수립하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] 첫째항 번호와 주기 배수를 더하여 $a_{22}$의 항 번호 일치 방정식 전개
2023/2023.6모_16.md,2,이차방정식 풀이 후 진수 조건으로 확정하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] $x=\pm 6$ 에서 $x>2$ 조건 적용
2023/2023.6모_21.md,2,자연수 조건을 분석하여 지수의 미지수 확정하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] $3 \cdot 2^{-\frac{3}{2}k}$가 자연수가 되기 위해 $-\frac{3}{2}k$가 $3$의 배수인 자연
2023/2023.6모_22.md,2,방정식의 근 조건을 이용하여 평행이동 상숫값 확정하기,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)",[10공수1-02-03] $x \ge 0$에서 정의된 $g(x)=0$의 양수 근이 $6$뿐이어야 함을 이용하여 $b-3=6$ 방정식을 풀이
2023/2023.9모_11.md,2,이차함수의 대칭성을 이용하여 미지수 확정하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] $f(x) = -(x-2)^2 + k$가 $x=2$에 대해 대칭임을 이용하여, $n$이 서로 다른 전사건이 되는 $k$ 산"
2023/2023.9모_12.md,3,극한값을 계산하여 최종 결과 도출하기,12미적Ⅰ-02-01,"키워드 미매칭 (코드: 12미적Ⅰ-02-01, 키워드: 미분계수, 순간변화율, 미분계수, 순간변화율, 평균변화율)",[12미적Ⅰ-02-01] 앞에서 구한 길이를 $t$에 대한 식으로 치환하고 유리화 등을 통해 극한값 연산
2023/2023.9모_04.md,1,연속 조건을 이용하여 접합점에서 방정식을 수립하기,12미적Ⅰ-01-02,"키워드 미매칭 (코드: 12미적Ⅰ-01-02, 키워드: 극한의 성질, 극한값, 극한의 성질, 극한값, 극한)",[12미적Ⅰ-01-02] 접합점 $x=a$ 에서 연속 조건: $\lim_{x\to a^-}f(x)=\lim_{x\to a^+}f(x)=f(a)$
2023/2023.9모_04.md,2,이차방정식을 인수분해하여 모든 a의 값의 합을 결정하기,12미적Ⅰ-01-02,"키워드 미매칭 (코드: 12미적Ⅰ-01-02, 키워드: 극한의 성질, 극한값, 극한의 성질, 극한값, 극한)","[12미적Ⅰ-01-02] $(a+3)(a-2)=0 \Rightarrow a=-3$ 또는 $a=2$, 합 계산"
2023/2023.9모_08.md,2,도출된 접선이 다른 곡선에도 접하는 조건으로 목표 상수값 확정하기,12미적Ⅰ-02-02,"키워드 미매칭 (코드: 12미적Ⅰ-02-02, 키워드: 미분가능성, 연속성, 미분가능성, 연속성, 미분가능)",[12미적Ⅰ-02-02] 접점 $t$ 에서 $g'(t)=-1$: $4t^3+3=-1 \Rightarrow t=-1$. $g(-1)=-x+3$ 위
2023/2023.9모_15.md,3,수열의 증감 범위를 분석하여 조건을 만족시키는 항 번호 파악하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] $4k$부터 $4k+3$까지 항들의 함숫값 구간을 부등식으로 평가하여 조건 부합 여부 식별
2023/2023.9모_16.md,2,이차방정식 풀이 후 진수 조건으로 확정하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] $(x-7)(x-2)=0 \Rightarrow x=7$ 또는 $x=2$. 진수 조건 $x>4$ 적용
2023/2023.9모_19.md,1,h(x)로 치환하여 함수의 극값을 분석하고 그래프 개형을 파악하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)","[12미적Ⅰ-02-03] $h(x)=-3x^4+4x^3+12x^2$ 으로 치환, $h'(x)=-12x(x-2)(x+1)$ 으로 극값 계산"
2023/2023.9모_19.md,2,실근 개수 조건에서 미정계수의 범위를 구하여 자연수 개수 결정하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)",[12미적Ⅰ-02-03] $y=h(x)$ 와 $y=k$ 가 4번 교차: 극소값 $0 < k <$ 작은 극대값 $5$ 범위
2023/2023.9모_20.md,2,방정식을 이용하여 음수 구간의 교점 좌표 확정하기,10공수1-02-07,"키워드 미매칭 (코드: 10공수1-02-07, 키워드: 삼차방정식, 사차방정식, 삼차방정식, 사차방정식, 삼차)",[10공수1-02-07] $x<0$일 때의 방정식 $x^3+x^2-x = -4x-3$을 수립하고 인수분해하여 실근 도출
2023/2023.9모_21.md,3,두 점을 지나는 직선의 기울기를 이용하여 미지수 확정하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)","[12대수01-02] $P(a, 2^a)$와 $Q(a+2, 2^{a+2})$를 이용하여 기울기 $m$의 식을 세우고, Step 1의 $m$과 연"
2023/2023.9모_22.md,2,불연속점 개수 조건을 이용하여 함수의 극솟값 확정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)","[12미적Ⅰ-02-07] 극솟값 $m$ 의 부호에 따른 불연속점 개수를 분류하여, $m=4$ 일 때에만 조건을 만족함을 연역"
2023/2023.9모_확24.md,1,조건부 확률 대칭 조건으로 P(A)와 P(B)의 관계를 도출하기,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))",[12확통02-04] $\frac{\mathrm{P}(A\cap B)}{\mathrm{P}(B)}=\frac{\mathrm{P}(A\cap B)
2023/2023.9모_확28.md,2,나머지를 기준으로 집합을 분할하여 합의 배수 조건 분석하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] 1부터 10까지의 수를 3으로 나눈 나머지에 따라 세 그룹으로 분류하고, 세 수의 합이 3의 배수가 되는 구성 방식 연"
2023/2023수능_10.md,1,넓이의 성질을 이용하여 정적분 방정식 수립하기,12미적Ⅰ-03-06,"키워드 미매칭 (코드: 12미적Ⅰ-03-06, 키워드: 속도, 거리, 속도, 거리, 이동거리)","[12미적Ⅰ-03-06] 두 넓이가 같다는 것은 $0$부터 $2$까지 두 함수의 차를 정적분한 값이 $0$임을 의미하므로, $\int_{0}^{"
2023/2023수능_11.md,1,원주각의 성질을 이용하여 현의 길이 등식 수립하기,10공수2-01-01,"키워드 미매칭 (코드: 10공수2-01-01, 키워드: 선분의 내분, 내분점, 내분점, 중점, 외분점)","[10공수2-01-01] 같은 크기의 원주각에 대응하는 현의 길이는 같으므로, $\overline{\mathrm{BC}} = \overline{"
2023/2023수능_03.md,2,공비와 조건식을 연립하여 첫째항 확정하기,12대수03-02,"키워드 미매칭 (코드: 12대수03-02, 키워드: 등차수열, 일반항, 수열의 합, 등차수열, 공차)",[12대수03-02] $a_4+a_6=a_4(1+r^2)=a_4 \cdot \frac{5}{4}=\frac{15}{2}$ 에서 $a_4=6$. 
2023/2023수능_07.md,1,유리화를 이용하여 텔레스코핑 합으로 변환하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] $a_1=d$ 이면 $a_n = d+(n-1)d = nd$. 유리화: $\frac{1}{\sqrt{a_k}+\sqrt{a_
2023/2023수능_08.md,1,외부 점을 지나는 접선 조건으로 접점 결정하기,12미적Ⅰ-02-02,"키워드 미매칭 (코드: 12미적Ⅰ-02-02, 키워드: 미분가능성, 연속성, 미분가능성, 연속성, 미분가능)","[12미적Ⅰ-02-02] 접점 $(t, t^3-t+2)$ 에서 기울기 $f'(t)=3t^2-1$. 점 $(0,4)$ 통과 조건: $4-(t^3-"
2023/2023수능_15.md,3,배수와 나머지 성질로 배수 제외 케이스의 목표 항 마지막 후보 확정하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] 네 번째 항 $a_4$가 항상 3의 배수임을 증명하여 일차방정식 수립
2023/2023수능_16.md,2,일차방정식 풀이 후 진수 조건으로 확정하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] $3x+2=4x-8 \Rightarrow x=10$. $x=10>2$ ✓
2023/2023수능_19.md,1,h(x)로 치환하여 함수의 극값을 분석하고 그래프 개형을 파악하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)","[12미적Ⅰ-02-03] $h(x)=2x^2(3-x)$ 로 치환, $h'(x)=6x(2-x)$ 로 극값 분석"
2023/2023수능_19.md,2,양의 실근 개수 조건에서 미정계수의 범위를 구하여 정수 개수 결정하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)",[12미적Ⅰ-02-03] $x>0$ 에서 $h$: $0$ 에서 극대 $8$ 로 증가 후 감소하여 $x=3$ 에서 $0$. $0<k<8$ 이면 $
2023/2023수능_확28.md,1,전체 확률 합 조건과 주어진 식을 연립하여 각 구간의 확률값을 산출하기,12확통03-04,"키워드 미매칭 (코드: 12확통03-04, 키워드: 정규분포, 이항분포와의 관계, 정규분포, 이항분포와의 관계, 표준정규분포)",[12확통03-04] 전체 확률의 합이 1임을 나타내는 $\mathrm{P}(X \le b) + \mathrm{P}(X \ge b) = 1$과 
2023/2023수능_확28.md,2,삼각형 넓이 공식을 이용하여 전체 넓이와 구간 확률 조건으로 미지수 관계식을 수립하기,12확통03-04,"키워드 미매칭 (코드: 12확통03-04, 키워드: 정규분포, 이항분포와의 관계, 정규분포, 이항분포와의 관계, 표준정규분포)","[12확통03-04] 주어진 그래프가 원점 $(0,0)$, 극댓점 $(b,c)$, 끝점 $(a,0)$을 잇는 삼각형 형태임을 파악하고, 전체 넓"
2023/2023수능_확28.md,3,넓이를 이용한 특정 확률값으로 미지수의 값을 구하고 세 상수의 합 산출하기,12확통03-04,"키워드 미매칭 (코드: 12확통03-04, 키워드: 정규분포, 이항분포와의 관계, 정규분포, 이항분포와의 관계, 표준정규분포)","[12확통03-04] $\sqrt{5} < b$ 임을 파악하고, $0 \le x \le b$ 구간의 직선의 방정식 $f(x)=\frac{c}{b"
2023/2023수능_확29.md,1,전체 합의 홀짝성을 이용하여 카드가 뒤집히는 조건 추론하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] 초기 상태의 합이 홀수(21)임을 파악하고, 최종 합이 짝수가 되려면 시행에 의해 '홀수 번(1번 또는 3번) 뒤집혀서"
2023/2023수능_확30.md,1,함숫값의 범위 조건을 분석하여 가능한 순서쌍 분류하기,10공수2-03-01,"키워드 미매칭 (코드: 10공수2-03-01, 키워드: 함수의 개념, 함수의 그래프, 정의역, 치역, 공역)","[10공수2-03-01] $f(5)$와 $f(6)$이 취할 수 있는 값의 범위를 연립하여 조건을 만족하는 $(f(5), f(6))$ 순서쌍을 배"
2024/2024.6모_10.md,1,정적분과 넓이의 관계를 이용하여 방정식 수립하기,12미적Ⅰ-03-06,"키워드 미매칭 (코드: 12미적Ⅰ-03-06, 키워드: 속도, 거리, 속도, 거리, 이동거리)","[12미적Ⅰ-03-06] 넓이 $A$는 구간 $[0,2]$의 정적분(양수), 넓이 $B$는 구간 $[2,3]$의 정적분의 절댓값(피적분 함수가 "
2024/2024.6모_11.md,2,직선의 방정식을 이용하여 교점의 좌표 산출하기,10공수1-02-09,"키워드 미매칭 (코드: 10공수1-02-09, 키워드: 연립일차부등식, 연립일차부등식, 부등식, 범위)","[10공수1-02-09] 원점 $(0,0)$과 $\mathrm{P}(t, t^2)$를 지나는 직선의 방정식 $y=tx$를 구하고, 직선 $y=2"
2024/2024.6모_11.md,3,거리 공식과 극한의 성질을 이용하여 최종 결과 도출하기,12미적Ⅰ-02-01,"키워드 미매칭 (코드: 12미적Ⅰ-02-01, 키워드: 미분계수, 순간변화율, 미분계수, 순간변화율, 평균변화율)","[12미적Ⅰ-02-01] $\mathrm{P}(t, t^2), \mathrm{Q}(1/t, 1)$ 사이의 거리를 구하고, $1-t$로 나누어 $"
2024/2024.6모_12.md,2,집합의 교점 조건을 이용하여 공차의 가능한 값 산출하기,10공수1-02-09,"키워드 미매칭 (코드: 10공수1-02-09, 키워드: 연립일차부등식, 연립일차부등식, 부등식, 범위)","[10공수1-02-09] $B$의 원소들이 $A$의 원소와 일치하는 경우의 수를 조합하여 $d$에 대한 방정식을 풀고, $d \neq 0$ 조건"
2024/2024.6모_01.md,1,세제곱근을 거듭제곱으로 변환하여 계산하기,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)",[12대수01-03] 거듭제곱근의 성질 $\sqrt[n]{a^m} = a^{\frac{m}{n}}$ 을 이용하여 계산
2024/2024.6모_07.md,2,두 점 간 거리 조건으로 방정식을 세워 목표 상수 a 확정하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] A와 B의 x좌표가 같으므로 $\overline{\mathrm{AB}} = |y_A - y_B|$ 를 계산하여 $a$ 결정
2024/2024.6모_08.md,1,두 곡선의 교점 조건을 이용하여 실근 개수 문제로 변환하기,12미적Ⅰ-02-09,"키워드 미매칭 (코드: 12미적Ⅰ-02-09, 키워드: 방정식과 부등식, 문제해결, 방정식과 부등식, 근의 개수, 실근의 개수)","[12미적Ⅰ-02-09] 두 곡선의 교점 조건 $y_1 = y_2$ 로부터 방정식 $h(x) = -(1+k)$ (단, $h(x) = x^3-3x"
2024/2024.6모_17.md,2,초기 조건으로 적분상수를 결정하고 목표 함숫값 계산하기,12미적Ⅰ-03-02,"키워드 미매칭 (코드: 12미적Ⅰ-03-02, 키워드: 부정적분의 계산, 다항함수, 부정적분의 계산, 부정적분, 적분하면)","[12미적Ⅰ-03-02] $x=0$ 대입으로 $C$ 를 결정하고, $x=2$ 를 대입하여 $f(2)$ 계산"
2024/2024.6모_20.md,2,절댓값 부등식의 최솟값 조건을 분석하여 함수의 미지수 확정하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] $g(x)$가 $x \ge 1$에서 부호가 바뀌므로 절댓값의 최솟값이 $0$이어야 함을 파악하고 $g(3)=0$ 방정식
2024/2024.6모_21.md,3,함숫값의 대소 비교를 이용하여 특정 부등식의 참거짓 판별하기,12미적Ⅰ-02-09,"키워드 미매칭 (코드: 12미적Ⅰ-02-09, 키워드: 방정식과 부등식, 문제해결, 방정식과 부등식, 근의 개수, 실근의 개수)","[12미적Ⅰ-02-09] $x=t$일 때 두 함수의 함숫값 대소를 비교하여 부등식 $t-1 \ge \log_2 t$를 도출하고, 곡선의 볼록성을"
2024/2024.6모_22.md,4,확정된 매개변수로 도함수를 완성하고 목표점에서의 미분계수 산출하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)","[12미적Ⅰ-02-04] $a=-2$를 도함수 식에 대입하여 확정하고, $x=10$을 대입하여 연산"
2024/2024.6모_확26.md,2,추출된 항들의 곱을 조합하여 x² 계수를 최종 합산하기,12확통01-03,"키워드 미매칭 (코드: 12확통01-03, 키워드: 이항정리, 이항정리, 이항계수, 파스칼)",[12확통01-03] $1\times84+(-6)\times14+15\times1=84-84+15=15$
2024/2024.6모_확27.md,1,배수 조건에 따른 경우 분류로 조건 만족 순서쌍 열거하기,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))","[12확통02-04] 4를 포함하는 경우: $(4,k),(k,4)$ 11가지. 4 없이 4의 배수: $(2,2),(2,6),(6,2),(6,6)"
2024/2024.6모_확27.md,2,합 조건으로 교집합 경우의 수를 세어 조건부 확률을 산출하기,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))","[12확통02-04] 4 포함 11가지 중 $a+b\leq7$: $(4,1)$,$(4,2)$,$(4,3)$,$(1,4)$,$(2,4)$,$(3,"
2024/2024.9모_10.md,3,삼차함수의 식을 수립하고 미지수 산출하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)","[12미적Ⅰ-02-03] 최고차항의 계수가 1이고 $f'(2)=0$인 성질을 이용하거나, $f(x)-3$의 인수를 고려하여 $f(x)$ 식을 설"
2024/2024.9모_11.md,2,위치 차이 방정식을 풀어 특정 시점 산출하기,10공수1-02-09,"키워드 미매칭 (코드: 10공수1-02-09, 키워드: 연립일차부등식, 연립일차부등식, 부등식, 범위)",[10공수1-02-09] $|x_1(t) - x_2(t)| = 4$ 방정식을 세우고 가장 작은 양의 실근 $T$ 산출
2024/2024.9모_12.md,2,이전 항으로의 역추적을 통해 첫째항의 가능한 값을 산출하기,12대수03-04,"키워드 미매칭 (코드: 12대수03-04, 키워드: 시그마, 합의 기호, 시그마, ∑, \sum)",[12대수03-04] $a_2$로부터 $a_1$을 역추적 ( $a_2 = a_1+1$ 또는 $a_2 = \frac{1}{2} a_1$ )
2024/2024.9모_12.md,3,가능한 첫째항의 값들을 모두 더하여 최종 합계를 산출하기,12대수03-04,"키워드 미매칭 (코드: 12대수03-04, 키워드: 시그마, 합의 기호, 시그마, ∑, \sum)",[12대수03-04] 구한 $a_1$ 값들을 모두 더함
2024/2024.9모_07.md,2,치환된 변수의 합과 곱으로 역수 합 공식을 적용하여 목표값 산출하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] $\frac{1}{u} + \frac{1}{v} = \frac{u+v}{uv}$ 공식을 이용하여 계산
2024/2024.9모_08.md,2,특정 조건값 대입으로 미지 상수 확정 후 목표 함숫값 산출하기,12미적Ⅰ-03-02,"키워드 미매칭 (코드: 12미적Ⅰ-03-02, 키워드: 부정적분의 계산, 다항함수, 부정적분의 계산, 부정적분, 적분하면)","[12미적Ⅰ-03-02] $f(x)$ 에 $x=1$ 을 대입하여 $f(1)$ 을 구한 뒤, $x=2$ 를 대입하여 $f(2)$ 계산"
2024/2024.9모_18.md,2,특정 점의 미분계수 조건으로 방정식을 세워 미지 계수 a 확정하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)",[12미적Ⅰ-02-04] $f'(x)$ 에 $x=1$ 을 대입하여 $a$ 에 대한 방정식 수립 후 풀기
2024/2024.9모_확25.md,2,확률의 차 공식을 이용하여 목표 사건의 확률을 산출하기,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)",[12확통02-02] $\frac{1}{2}-\frac{1}{5}=\frac{5}{10}-\frac{2}{10}=\frac{3}{10}$
2024/2024.9모_확27.md,1,특정 원소의 함숫값을 고정하여 일대일함수의 가지 수를 제한하기,10공수1-03-02,"키워드 미매칭 (코드: 10공수1-03-02, 키워드: 순열, 순열, npr)","[10공수1-03-02] 전체: $P(7,4)=840$. (가) 고정: 나머지 $P(6,3)=120$ 가지"
2024/2024.9모_확29.md,2,상태 전이 규칙을 분석하여 목표 상태 도달 횟수 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] 앞면과 뒷면이 바뀌는 횟수의 홀짝성을 파악하여 카드가 B면이 되기 위해 필요한 유효 뒤집힘 횟수 선별
2024/2024.9모_확30.md,1,정수의 홀짝성을 이용하여 미지수의 배반사건 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] $a$와 $d$가 모두 홀수임을 확인하고, $b$와 $c$의 홀짝성이 일치해야 함을 바탕으로 전체 사건을 두 개의 배반"
2024/2024수능_12.md,2,도함수를 이용하여 넓이 함수의 극값 조건 분석하기,12미적Ⅰ-02-01,"키워드 미매칭 (코드: 12미적Ⅰ-02-01, 키워드: 미분계수, 순간변화율, 미분계수, 순간변화율, 평균변화율)",[12미적Ⅰ-02-01] $S(t)$를 $t$에 대해 미분하여 $S'(t) = f(t) + f(t)f'(t) = f(t)\{1 + f'(t)\}
2024/2024수능_13.md,2,넓이의 비를 이용하여 각의 사인값 산출하기,12대수02-03,"키워드 미매칭 (코드: 12대수02-03, 키워드: 사인법칙, 코사인법칙, 사인법칙, 코사인법칙, 삼각형 넓이)",[12대수02-03] 각 넓이 공식을 이용하여 $\triangle \mathrm{ACD}$의 사잇각 $\angle \mathrm{ADC}$ (또
2024/2024수능_01.md,1,소인수분해로 거듭제곱근을 유리수 지수 형태로 변환하기,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)",[12대수01-03] $24 = 8 \times 3 = 2^3 \times 3$ 으로 소인수 분해하여 $\sqrt[3]{24} = 2 \time
2024/2024수능_05.md,2,초기 조건으로 적분상수를 결정하고 목표 함숫값 계산하기,12미적Ⅰ-03-02,"키워드 미매칭 (코드: 12미적Ⅰ-03-02, 키워드: 부정적분의 계산, 다항함수, 부정적분의 계산, 부정적분, 적분하면)","[12미적Ⅰ-03-02] $x=1$ 대입으로 $C$ 를 결정하고, $x=2$ 를 대입하여 $f(2)$ 계산"
2024/2024수능_14.md,2,대칭축의 위치를 이용하여 이차함수의 최솟값 조건 수립하기,10공수1-02-06,"키워드 미매칭 (코드: 10공수1-02-06, 키워드: 최대, 최소, 실생활 연결, 최대, 최소)",[10공수1-02-06] 대칭축 $x=\frac{b+2}{2}$의 위치에 따른 증감 개형과 최솟값 $m = -\frac{a(b-2)^2}{4}+
2024/2024수능_15.md,3,역추적 규칙을 적용하여 수열의 중반부 항들의 경우의 수 산출하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] 역추적 규칙을 순차적으로 적용하여 집합 형태의 가능한 값들 구성
2024/2024수능_15.md,4,모든 경우의 수를 전개하여 첫째항의 총합 산출하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)","[12대수03-06] $a_3$에서 $a_2, a_1$까지 역추적 규칙을 끝까지 적용하고 결과 합산"
2024/2024수능_21.md,2,닫힌구간의 이동을 분석하여 최댓값 함수의 최솟값 조건 연역하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)","[12미적Ⅰ-02-07] 구간의 길이가 $2$임을 이용하여, $f(x)$가 $5$ 미만으로 떨어지는 구역을 구간이 온전히 포함하지 못하도록 논리"
2024/2024수능_22.md,1,함숫값의 부호 조건을 분석하여 함수의 근의 형태 추론하기,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)","[10공수1-02-03] 삼차함수가 $x$축을 교차하며 부호가 변할 때 발생하는 모순을 방지하기 위해, 두 개 이상의 정수 근이 필요함을 연역"
2024/2024수능_22.md,3,특정 미분계수를 대입하여 함수의 미지수 확정하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)",[12미적Ⅰ-02-04] $f(x)$를 전개하여 미분한 도함수 식에 $x=-\frac{1}{4}$를 대입하고 $\alpha$에 대한 일차방정식 
2024/2024수능_확24.md,2,두 사건의 독립 조건과 교사건 확률로 사건 B의 확률 확정하기,12확통02-06,"키워드 미매칭 (코드: 12확통02-06, 키워드: 확률의 곱셈정리, 확률의 곱셈정리, 곱셈정리)",[12확통02-06] $\mathrm{P}(B)=\frac{\mathrm{P}(A\cap B)}{\mathrm{P}(A)}=\frac{1/4}{
2024/2024수능_확28.md,2,연립방정식을 이용하여 조건을 만족시키는 시행 횟수의 순서쌍 파악하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] 각 사건이 발생한 횟수를 미지수 $x, y, z$로 두고, 총 시행 횟수와 전체 공의 개수에 대한 연립방정식을 세워 가"
2025/2025.6모_10.md,2,외접원 반지름을 이용하여 실제 변의 길이 산출하기,12대수02-03,"키워드 미매칭 (코드: 12대수02-03, 키워드: 사인법칙, 코사인법칙, 사인법칙, 코사인법칙, 삼각형 넓이)","[12대수02-03] 반지름 $R=3$임을 확인하고, $b = 2R \sin B$ 등의 관계를 통해 각과 변의 구체적 값 산출"
2025/2025.6모_11.md,3,삼차함수의 식을 완성하고 최종 결과 도출하기,12미적Ⅰ-02-03,"키워드 미매칭 (코드: 12미적Ⅰ-02-03, 키워드: 도함수, 도함수, 미분, f'(x), 도함수를)","[12미적Ⅰ-02-03] 최고차항 계수가 1이고 $f(0)=0, f(-1)=1, f'(-1)=3$ 임을 이용하여 $f(x) = x^3 + bx^"
2025/2025.6모_12.md,3,사각형의 넓이 공식을 이용하여 최종 결과 도출하기,10공수2-01-01,"키워드 미매칭 (코드: 10공수2-01-01, 키워드: 선분의 내분, 내분점, 내분점, 중점, 외분점)","[10공수2-01-01] 사각형 ABCD가 한 쌍의 대변이 축에 평행한 사각형이므로, 사다리꼴 넓이 공식 또는 두 삼각형의 합으로 산출"
2025/2025.6모_13.md,1,정적분과 넓이의 차이를 이용하여 수식 수립하기,12미적Ⅰ-03-06,"키워드 미매칭 (코드: 12미적Ⅰ-03-06, 키워드: 속도, 거리, 속도, 거리, 이동거리)",[12미적Ⅰ-03-06] 넓이의 차 $B-A$는 $0$부터 $2$까지 두 함수의 차를 정적분한 값임을 이용하여 $\int_{0}^{2} \{ (
